SYMBOL,LABEL
APTUSDT,0.18046988309846515
APTUSDT,0.15932333163136933
APTUSDT,0.17861257538670774
APTUSDT,0.20090093627923258
APTUSDT,0.181516889694029
APTUSDT,0.19561836264561797
APTUSDT,0.18775444051572918
APTUSDT,0.1703420178209872
APTUSDT,0.1738441661162386
APTUSDT,0.16927341819474703
APTUSDT,0.18520859099177173
APTUSDT,0.200793383474327
APTUSDT,0.15241929801543974
APTUSDT,0.1459320424523945
APTUSDT,0.1676029997060462
APTUSDT,0.17839979987492374
APTUSDT,0.21472978514986102
APTUSDT,0.2069579540900263
APTUSDT,0.20886735570878978
APTUSDT,0.22496631970620515
APTUSDT,0.203023581871493
APTUSDT,0.16108890988010754
APTUSDT,0.13652538521178295
APTUSDT,0.14999539759685598
APTUSDT,0.14134517641039362
APTUSDT,0.15752253840873162
APTUSDT,0.16670306051551423
APTUSDT,0.22983111330641567
APTUSDT,0.22560052232406833
APTUSDT,0.2551979929910936
APTUSDT,0.22810271827393588
APTUSDT,0.2259717291652594
APTUSDT,0.22261636792751088
APTUSDT,0.21610982725830893
APTUSDT,0.207369252557529
APTUSDT,0.21152081560780162
APTUSDT,0.2052777929590014
APTUSDT,0.19105862411536323
APTUSDT,0.17290362719852617
APTUSDT,0.18486750777370672
APTUSDT,0.1791964156093375
APTUSDT,0.17729485854507457
APTUSDT,0.1697901545615104
APTUSDT,0.14310977103664602
APTUSDT,0.10095840243380433
APTUSDT,0.10000287453659346
APTUSDT,0.1184960313880101
APTUSDT,0.10531675225486652
APTUSDT,0.08505655879718237
APTUSDT,0.06799490913899621
APTUSDT,0.05103750017773275
APTUSDT,0.047391272953352395
APTUSDT,0.06029593122756346
APTUSDT,0.03979178768896192
APTUSDT,0.11836202281857175
APTUSDT,0.1288894968348379
APTUSDT,0.11787996779496789
APTUSDT,0.1524539409430375
APTUSDT,0.14298350950502048
APTUSDT,0.10604784907224764
APTUSDT,0.10666548604988958
APTUSDT,0.10334728751999112
APTUSDT,0.10285775413079647
APTUSDT,0.11461844273943224
APTUSDT,0.0951023470051364
APTUSDT,0.07433761044979055
APTUSDT,0.07518702871924711
APTUSDT,0.19184468307338748
APTUSDT,0.20135204903487106
APTUSDT,0.19477277518202868
APTUSDT,0.21264477043823135
APTUSDT,0.22901911978461678
APTUSDT,0.27133113547365656
APTUSDT,0.24460223468856498
APTUSDT,0.23648899712328184
APTUSDT,0.2063424862862855
APTUSDT,0.2338307439945846
APTUSDT,0.24611900576695453
APTUSDT,0.24565807522981115
APTUSDT,0.21452875697883272
APTUSDT,0.2115481918966877
APTUSDT,0.23030331241083557
APTUSDT,0.2130974136962458
APTUSDT,0.20315107561681242
APTUSDT,0.2077210844634741
APTUSDT,0.20738469063982212
APTUSDT,0.20880707303688442
APTUSDT,0.2549939311937077
APTUSDT,0.2672629600073847
APTUSDT,0.2889747481459545
APTUSDT,0.289026084922174
APTUSDT,0.3159656051901158
APTUSDT,0.2717835034109574
APTUSDT,0.2786215743064779
APTUSDT,0.2852005646294406
APTUSDT,0.3178577621086166
APTUSDT,0.3082008323680612
APTUSDT,0.3377145008505804
APTUSDT,0.3613674074872781
APTUSDT,0.3778470148093552
APTUSDT,0.45447684325564375
APTUSDT,0.4319323208194185
APTUSDT,0.457358306351692
APTUSDT,0.4891502015728867
APTUSDT,0.4647275090545124
APTUSDT,0.4916905102459518
APTUSDT,0.46282768690722276
APTUSDT,0.2674168541296529
APTUSDT,0.21682397290271446
APTUSDT,0.2190144824173571
APTUSDT,0.23653044378766716
APTUSDT,0.2891910471125009
APTUSDT,0.2836345001271679
APTUSDT,0.27257707014859567
APTUSDT,0.26421221303430575
APTUSDT,0.2606232014933936
APTUSDT,0.25539696283001057
APTUSDT,0.25929012334923923
APTUSDT,0.27020977466819934
APTUSDT,0.2785213140438531
APTUSDT,0.23050496708098725
APTUSDT,0.22612472179556034
APTUSDT,0.21375392412378502
APTUSDT,0.1999976357577488
APTUSDT,0.19064370621486848
APTUSDT,0.20494415698225277
APTUSDT,0.21131781897133403
APTUSDT,0.21308781526900283
APTUSDT,0.19430658595947337
APTUSDT,0.20175589006593292
APTUSDT,0.22469012846444372
APTUSDT,0.24532149653695606
APTUSDT,0.2200764700874882
APTUSDT,0.23496921346002075
APTUSDT,0.2691903344316478
APTUSDT,0.24344973473575868
APTUSDT,0.23673755508434846
APTUSDT,0.2553064577047161
APTUSDT,0.23115883094408599
APTUSDT,0.22838668937737167
APTUSDT,0.2146150489090941
APTUSDT,0.20311078311019384
APTUSDT,0.21967464348896057
APTUSDT,0.17470322763922821
APTUSDT,0.19710561468039012
APTUSDT,0.18930456786407163
APTUSDT,0.2069343862838887
APTUSDT,0.22079579319892662
APTUSDT,0.1938886700260912
APTUSDT,0.20468425527688552
APTUSDT,0.21856379425273686
APTUSDT,0.21842875625545433
APTUSDT,0.2680520622259157
APTUSDT,0.2690262979101014
APTUSDT,0.2792982753118931
APTUSDT,0.25246862350713445
