SYMBOL,LABEL
ADAUSDT,0.3668870427664057
ADAUSDT,0.36910581137734044
ADAUSDT,0.41487717422393805
ADAUSDT,0.41830712513528545
ADAUSDT,0.40228381131075924
ADAUSDT,0.35424510374257195
ADAUSDT,0.3610954619305806
ADAUSDT,0.37506098843141417
ADAUSDT,0.3467397811995934
ADAUSDT,0.3219481497535773
ADAUSDT,0.3223994721692085
ADAUSDT,0.3544717876766934
ADAUSDT,0.37838542312111634
ADAUSDT,0.4066380828007612
ADAUSDT,0.4001486249678594
ADAUSDT,0.39731530334798953
ADAUSDT,0.43252175535911097
ADAUSDT,0.44069081401182225
ADAUSDT,0.4765192265814681
ADAUSDT,0.5609181673598271
ADAUSDT,0.5474779103468389
ADAUSDT,0.5532522582765487
ADAUSDT,0.5305778180774154
ADAUSDT,0.5040233595240426
ADAUSDT,0.48775013201977013
ADAUSDT,0.5404253701101984
ADAUSDT,0.48915535670444044
ADAUSDT,0.462182049562396
ADAUSDT,0.479280790304413
ADAUSDT,0.46267630160231343
ADAUSDT,0.49913274453085055
ADAUSDT,0.5181893240071805
ADAUSDT,0.5396471086174557
ADAUSDT,0.5676799835486561
ADAUSDT,0.5406250221196913
ADAUSDT,0.5260622526164405
ADAUSDT,0.5441597730621548
ADAUSDT,0.5078182800927371
ADAUSDT,0.4599625116935124
ADAUSDT,0.46676958367859767
ADAUSDT,0.47035737239516323
ADAUSDT,0.4718424121167869
ADAUSDT,0.4586125391956905
ADAUSDT,0.4774233804564477
ADAUSDT,0.5092913548713957
ADAUSDT,0.5274191020107453
ADAUSDT,0.5096494936338918
ADAUSDT,0.4983191514022115
ADAUSDT,0.5178409103541004
ADAUSDT,0.5148556253931781
ADAUSDT,0.5645772838563592
ADAUSDT,0.5372218439291986
ADAUSDT,0.542670587356742
ADAUSDT,0.5249612623580071
ADAUSDT,0.47378630318415754
ADAUSDT,0.43911559141942186
ADAUSDT,0.4715631185018476
ADAUSDT,0.44777254509800696
ADAUSDT,0.45755091533864056
ADAUSDT,0.48249429534274285
ADAUSDT,0.4850560969809347
ADAUSDT,0.49353116140650755
ADAUSDT,0.4906788714205656
ADAUSDT,0.5167391755794217
ADAUSDT,0.5726472108850238
ADAUSDT,0.5699128361013502
ADAUSDT,0.5619215932778959
ADAUSDT,0.593636325659788
ADAUSDT,0.5901572314949215
ADAUSDT,0.5575829742577069
ADAUSDT,0.5862205309942385
ADAUSDT,0.5902643607563334
ADAUSDT,0.5997378689108047
ADAUSDT,0.6116852530159492
ADAUSDT,0.6142477189314647
ADAUSDT,0.609981472227421
ADAUSDT,0.5758989442174074
ADAUSDT,0.5864510013644133
ADAUSDT,0.5692588996388644
ADAUSDT,0.6122097827813476
ADAUSDT,0.6080553335682463
ADAUSDT,0.5843287011449602
ADAUSDT,0.5636702783378924
ADAUSDT,0.4647636712087305
ADAUSDT,0.43759690059303835
ADAUSDT,0.41178368058340287
ADAUSDT,0.4277021060076353
